title,artist,genre,year,album,bpm,lyrics
9,Drake,alternative r&b;canadian hip hop;contemporary r&b;dancehall;hip hop;pop;pop rap,2016,Views,100,yeah for the dogs dem you know everybody wanna know how shit gets like this man man the whole city shits crazy right now and shit aint gonna stopknow shit gonna get a lot more worse before it get any better  look mama hit my phone and said raps no good better than her telling me the checks no good now they wanna act like i do no good funny cause i really did more than i should i made a decision last night that i would die for it just to show the city what it takes to be alive for it cant get me on the line so they hang me out to dry for it you know  wants peace but im down to cut ties for it and i cant sleep these days unless i take one if they dont have a story these days theyll make one life is always on man i never get a break from it doesnt matter where i go i can never get away from it they give me loyalty and i dont gotta pay for it same way breads gotta break for it keeping people fed is my only peace of mind now and i turn the six upside down its a nine now  i made a decision last night that i would die for it  dying  woo  yeah yeah gangstas gangstas gangstas dying  woo  yeah yeah gangstas gangstas gangstas dying  woo  yeah yeah gangstas gangstas gangstas dying  woo  yeah yeah gangstas gangstas gangstas oh  all these handouts man its getting outta hand ima start telling niggas get it how you can i got it right now so im everybodys friend if i ever lose i bet we never speak again i made a decision last night id die for it just to show the city what it takes to be alive for it first place first place man we cant be tied for it i only drove it five times paid   for it yeah keychain go jang a lang i wanna do major things mj in every way i just dont fade away six upside down its a nine now like mannie like stunna man shit is big time now  and i made a decision last night that i would die for it  dying  woo  yeah yeah gangstas gangstas gangstas dying  woo  yeah yeah gangstas gangstas gangstas dying  woo  yeah yeah gangstas gangstas gangstas dying  woo  yeah yeah gangstas gangstas gangstas oh   and then when i saw the news make me feel afraid of how id been to you trust me when i say i thought it all through trust me when i say that shit is old moves god made himself a way from me to you tried to kill me but they still want the views tried to kill me but they still want the views tried to kill me but i am very much alive on the six side yeah i said i am very much alive on the six side i said i am 
U With Me?,Drake,alternative r&b;canadian hip hop;contemporary r&b;dancehall;hip hop;pop;pop rap,2016,Views,175,what these bitches want from a nigga  on some dmx shit i group dm my exes i tell em they belong to me that goes on for forever and i think we just get closer when we not together you tell me that im confusin more immature than marques houston cuts too deep for a band aid solution we too deep in this thing youll never lose me lolol im glad you find this shit amusin heard a lot about me fore we started off i know you heard that my pool parties like mardi gras i know you heard that my girl is sponsored by audemars thats why she always correctin me when my time is off and my house is the definition of alcohol and weed addiction you got a different vision you wanna walk around naked in the kitchen without runnin into one of my niggas thats not the way we livin too much goin on its just not realistic these days i dont talk bout them days like i miss em and you shouldnt miss em either we different people but every time we speakin  its like a lot of games bein played hows it goin down if its on til we gone then i gots to know now is you wit me or what yeah its like a lot of games are bein played hows it goin down if its on til we gone then i gots to know now is you wit me or what yeah  i wanna know how much time you spent on them paragraphs where you get at me all that grey in our conversation history you playin mind games when you sayin things playin mime games we both doin the same thing slide on a late night you like to slide on a late night you sent a are you here text without an invite thats that shit that i dont like we both slide on a late night do things in our off time we both yeah made some mistakes pon road yeah hows that for real you toyin with it like happy meal  dots you thinkin of a reaction still while youre typin make sure you tell me  what type of games are bein played hows it goin down if its on til we gone then i gots to know now is you wit me or what yeah what type of games are bein played hows it goin down if its on til we gone then i gots to know now is you wit me or what yeah  yeah remember you was livin at the london for a month service elevator up to  we was still a secret couldnt come in through the front girl i had your back when all you used to do was front thats for sure though i made a career off reminiscin time got a funny way of tickin things are so much different ill admit it ive admitted to a lot of things act like you know it fuck them stories fuck the shade they throwin understand i got responsibilities to people that i need and on my way to make this dough a lot of niggas cut the check so they can take this flow a lot of niggas cut the check so they can take this flow ohhh ohhh tryna give your ass the world you runnin your fingers through my curls you knew me when the kid had waves but thats enough of that you could never say i came up and forgot about your ass and thats some real shit
Feel No Ways,Drake,alternative r&b;canadian hip hop;contemporary r&b;dancehall;hip hop;pop;pop rap,2016,Views,194,i should be downtown whipping on the way to you you got something that belongs to me your body language says it all despite the things you said to me who is it thats got you all gassed up yeah changin your opinion on me i was only gone for the last few months but you dont have the time to wait on me  i tried with you theres more to life than sleeping in and getting high with you i had to let go of us to show myself what i could do and that just didnt sit right with you yeah and now youre tryna make me feel a way on purpose now youre throwing it back in my face on purpose now youre talking down on my name ah on purpose yeah and you dont feel no way you think i deserve it worlds worlds worlds famous worlds worlds worlds famous  feel a way feel a way young nigga feel a way ive stopped listenin to things you say cause you dont mean it anyway yeah feel a way feel a way young nigga feel a way maybe we just should have did things my way instead of the other way  i tried with you theres more to life than sleeping in and getting high with you i had to let go of us to show myself what i could do and that just didnt sit right with you yeah and now youre tryna make me feel a way on purpose now youre throwing it back in my face on purpose now youre talking down on my name ah on purpose yeah and you dont feel no way you think i deserve it worlds worlds worlds famous worlds worlds worlds famous  i tried with you yeah yeah yeah yeah yeah yeah feel a way feel a way young nigga feel a way ive stopped listening to things you say feel a way feel a way young nigga feel a way ive stopped listening to things you say
Hype,Drake,alternative r&b;canadian hip hop;contemporary r&b;dancehall;hip hop;pop;pop rap,2016,Views,130,man dont live of a di hype huh real ting ay yeah  i pull up in lexus like its  i just hit a lick i got to hit a next one last year i know you learned your lesson i could gps you if you need addressin boss up im the bigger homie but im one year older than my lil homie  they was biddin on me but im young money got it written on me okay now we got some action everything i said it happened that boy light as michael jackson but on verses he been blackin chasin women a distraction they wan be on tv right next to me you cannot be here right next to me dont you see riri right next to me i hate a rapper especially they feel the same but they hide it they just discuss it in private dont get along man we tried it whats the point in even tryin i hate a goofy especially they always dyin to mention me they gotta die out eventually i cannot give you the recipe you know the game is sold separately swear i just had an epiphany it cost me  at tiffanys shout out to tiffany stephanie they used to always come check for me my enemies wanna be friends with my other enemies i dont let it get to me  done look what ive done in my life i had to count it and count it again to make sure the money was right they love to talk me im just dunning the hype me im just dunning the hype me im just done done done done done  i dont take this shit for granted i do my own propaganda i feel like juelz santana leg hangin out the phantom  cold like alaska views  already a classic roy outta here like nasa bustin s out the plastic her gram too poppin to fuck her the chain too heavy to tuck it im serious i feed my family with this so dont play with my money this summer im serious i dont run out of material you shouldnt speak on me period you try to give em your side of the story they heard it but they wasnt hearin it they feeling a way and wont hide it niggas done being silent dont get along man we tried it whats the point of even tryin i hate a goofy especially they always dyin to mention me they gotta go they gotta go they gotta die out eventually i cannot give em no empathy ima have bs when im  they cannot fuck with the legacy i dont know what else is left for me after this no one a threat to me my enemies wanna be friends with my other enemies i dont let it get to me  done look what ive done in my life i had to count it and count it again to make sure the money was right they love to talk me im just dunning the hype me im just dunning the hype me im just done done done done done
Weston Road Flows,Drake,alternative r&b;canadian hip hop;contemporary r&b;dancehall;hip hop;pop;pop rap,2016,Views,83,one of dem ones right  weston road flows i did this shit for my nigga renny back when we couldnt buy pizza cause we were down to pennies feel like we go back a century run in the store for centuries then bring it back to your brother man we had to respect it he was wavy doin mixtapes out of your basement he let us hit the weed on occasion for entertainment then he would leave us at the house and go out on a mission we probably wouldve got in less trouble just goin with him feel like i never say much but man theres a lot to know feel like the difference between us really startin to show im lookin at they first week numbers like what are those i mean you boys not even coming close i gave niggas like you a reason for celebration you number one and im eddie murphy we tradin places look in the mirror im closer than i really appear creepin like chilli without the tender love and care no tender love and care no love and affection i got a price on my head but theres a risk to collect it i might be here as a vessel to teach people a lesson feel like they wanted me dead but couldnt pull it together yeah but here we are and its a new semester  the only one that know how i deal with the pressure a couple nights where it started to feel like the feelings fadin a lot of problems that cant be fixed with a conversation your best day is my worst day i get green like earth day you treat me like im born yesterday you forgot my birthday you dont be scorin perfect you dont be workin like how we be workin you platinum like wrappers on hersheys boy that shit is worthless you get the message over and over like it was urgent and then act like you aint heard it when you see me in person the only thing i did to end up here was put the work in and did it with a purpose used to have secret handshakes to confirm my friendships nowadays they just shakin my hand to hide the tension a lot of people just hit me up when my name is mentioned shout out to kd we relate we get the same attention its rainin money oklahoma city thunder the most successful rapper  and under im assumin everybodys  and under thats when i plan to retire man its already funded yeah i brought your wifey out to saint martin she violated i sent her back where it all started how quick they are to forget about their bachelor apartment leave it to niggas like you to show em light in the darkness told my momma that i found a lady in the east cancun when i got signed they upgraded the suite don julio in the freezer that they gave us for free i get you all you can eat just have some patience with me you wouldnt tell me you loved me started seein monique last time i heard from monique t minus was makin beats i used to hit the corner store to get to tahiti treat now the talk at the corner store is im tbe the best ever dont ever question you know better but shit aint always how it seems when its sewn together yeah i let that last line breathe it take a second to get it weston road flows my confidence level gettin settled dont get hyped for the moment then start to backpedal dont let your newfound fame fool you or cloud up your judgement to talk loosely i really do this been flowin stupid since vince carter was on some through the legs arm in the hoop shit drinkin hpnotiq with glenn lewis i been through it yall was so afraid to lay claim to it too busy face screwin on waste movements you was ridin ttc metro i had the place boomin first take drake you know i rarely have to take two it and they still take to it big apple had the white hummer parked right in front of fluid and we be walkin in that bitch like we already knew it but money cant buy happiness jellee talkin truthful but im happiest when i can buy what i want get high when i want  yeah thats right yeah
Redemption,Drake,alternative r&b;canadian hip hop;contemporary r&b;dancehall;hip hop;pop;pop rap,2016,Views,120,yeah i get it i get it yeah  why would i say all these things to have you feelin a way why would i tell you im  away if im not on the way why do i settle for women that force me to pick up the pieces why do i want an independent woman to feel like she needs me i lost my way  im searchin for these words to say to you please give me time cause im searchin for these words to say to you oh please give me time cause im searchin for these words to say to you right now redemptions on your mind when you think about me yeah redemptions on your mind when you think about me yeah  run your mouth id rather listen to someone else i gave your nickname to someone else i know youre seein someone that loves you and i dont want you to see no one else i dont want you here with no one else i dont wanna do this with no one else i used to know you back when you was young your brother brought me through you saw me that made me think of you so differently i miss the feeling of you missing me but you say youre over and done with me aw yeah yeah yeah aw yeah yeah yeah  now redemptions on your mind when you think about me aw yeah yeah yeah redemptions on your mind when you think about me aw yeah yeah yeah redemptions on your mind when you think about me aw please give me time cause im searchin for these words to say to you right now yeah  say to you but eighty percent of it wasnt true yeah say to you a mercedes coupe that youre still drivin was for me and you girl really gon spend the winter with this other nigga act like hes really the one to get through it with you cliqued up with jessica kim you know that im bound to see you and they both say that youre over and done with me aw yeah yeah yeah aw yeah yeah yeah  they say redemptions on your mind when you think about me yeah aww yeah yeah yeah redemptions on your mind when you think about me aw yeah yeah yeah redemptions on your mind when you aw please give me time cause im searchin for these words to say to you right now  damn im not unrealistic with none of my women i tell them if they aint with it then lets just forget it relationships slowin me down they slow down the vision guess im not in a position to deal with commitment certain people need to tell me theyre proud of me that mean a lot to me not havin closure it take a lot out of me this year for christmas i just want apologies sydney gave up on me when i went missin syn had a baby and treated me different erika sued me and opened a business wonder if they wish it couldve been different wonder what theyd do put in my position i wonder when my shit drop do they listen wonder if theyre second guessin their decisions i hate the number  that shit is unforgiving tryna satisfy everybody its like they cant get enough until enough is enough and then its too much you tip the scale when i weigh my options west palm girls are spoiled rotten tiffany on you you know you poppin ill kill somebody if they give you problems master bedrooms where we get it poppin just ignore all the skeletons in my closet im a walkin come up im a bank deposit sell my secrets and get top dollar sell my secrets for a range rover opportunity and temptation they would sell my secrets for a tropical vacation sell my secrets back to me if i was payin whos gonna save me when i need savin since  take care  ive been caretakin but second chances that aint how you livin redemption on your mind ill never be forgiven  yeah i know
With You,Drake;PARTYNEXTDOOR,alternative r&b;canadian hip hop;contemporary r&b;dancehall;hip hop;pop;pop rap,2016,Views,128,oh oh oh oh  its about us right now girl where you going its about us right now girl where you going im with you oh woah you woah  yeah i cant get enough of you babe bottles open up so you can try and open up for me baby mia in the mia you do you girl the haters gon hate cut them off like you a sensei girl oh i know you feel what i feel breaking you off its so real i cant fake that babe my loves locked down and you cuffing it youre the only one i trust with it youre the only one that stuck with it uh  its about us right now girl where you going its about us right now girl where you going im with you woah you woah its about us right now girl where you going its about us right now girl where you going yeah im with you woah you woah  yeah linking me down on my line busy as usual but we should make some time looking for things you can find just so you can have something to bring up when its time mixing vodka and emotions tapping into your emotions dry cry cause im hopeless choosey lover for the moment different story when i leave you story up just to keep you i need you round i need you oh  its about us right now girl where you going its about us right now girl where you going im with you woah you  woah its all about us right now   girl where you going its all about us right now   girl where you going im with you woah im with you woah  oh yeah oh yeah oh yeah oh yeah oh yeah oh yeah thumb eat my thumb yeah
Faithful,Drake;Pimp C;dvsn,alternative r&b;canadian hip hop;contemporary r&b;dancehall;hip hop;pop;pop rap,2016,Views,100,check one two one two bitch you expensive you know that im high maintenance a little bit but not in a not in a negative way i just like extremely expensive things  foot off in their ass is what ken told me niggas like to play games cause they feel like they know me they know me you dont know me nigga i done changed i done changed so dont be trying to be putting on shit off in the game game this aint no motherfucking  we out here rapping for money you niggas rapping for fun i dont fuck with nobody in this shit but bun in this shit but bun  you would think its all mine the way i took it yeah you would think it broke down the way i push it yeah you hate it when i coat things all in sugar you want to hear the real talk well girl who wouldnt yeah  working working working working aint ya you dont have no time to lay up you just tryna be somebody fore you say you need somebody get all your affairs in order i wont have affairs im yours girl faithful faithful faithful faithful  you hit me like i know youre there with someone else yeah that pussy knows me better than i know myself on my way from the studio so get undressed lets do the things that we say on text yeah i want to get straight to the climax straight straight to the yeah have you coming all summer like a season pass yeah i want to turn you out like pitch black want to watch you do work while i sit back yeah cause you talk like you got what i need yeah you talk like you got the juice and the squeeze yeah talk like you bet it all on me yeah and you cant take no ls off me i know you been  working working working working aint ya you dont have no time to lay up you just tryna be somebody fore you say you need somebody get all your affairs in order i wont have affairs im yours girl faithful faithful faithful faithful  how far we go always seems to get better with time hey wont ya outsmart me no told me that your brain works better than mine tell me i should know ya ill get to know you again you want me to show ya im gonna show you again now were in the zone yeah gon let me all in again ooh and now youre coming over over and over and over and over and over again over and over again over and over again now youre coming over over and over again over and over again you tell me i should know ya but ill get to know you again and you want me to show ya uh im gonna show you again when were in the zone you gon let me own it again and now youre coming over over and over and over and over and over again now youre coming over youre coming over
Still Here,Drake,alternative r&b;canadian hip hop;contemporary r&b;dancehall;hip hop;pop;pop rap,2016,Views,134,doin well dog yeah me and all my yeah me yeah  me and all my niggas doin well doin well dog you not from the city i could tell i could tell dog did it did it did it by myself by myself dog blew up and im in the city still im still here dog  how did i finesse all of this shit from jane and weston girls all in my bed and they dont trip off first impressions girls all in your bed and they just ask a hundred questions i cant fuck with you no more cause you be actin extra do your favorite rapper like my son like my son though nothing mutual about my funds bout my funds though all you niggas fightin over crumbs where the bread at how they feel about you where youre from where yo bed at i dont need no pill to speak my mind i dont need that i make people pay me for my time yeah i need that and i see your girl like all the time all the time though i cant tell you if shes yours or mine but i do know  me and all my niggas doin well doin well dog you not from the city i could tell i could tell dog did it did it did it by myself by myself dog blew up and im in the city still im still here dog  oh and im back dog oh you just went and turned your back dog i thought that we were family you showed me that we cant be i gotta talk to god even though he isnt near me based on what i got its hard to think that he dont hear me hitting like that  on my jersey man im gifted whole lot of sixes but im still like hallelujah hallelujah hallelujah six point star lion of the judah all my niggas aint off rockin gucci one do it then we all gotta do it got the key now the doors open and we all goin through it whole city at your head for the boy i aint even gotta call no one for it  me and all my niggas doin well doin well dog you not from the city i could tell i could tell dog did it did it did it by myself by myself dog blew up and im in the city still im still   wow all praise to the most high up
Controlla,Drake,alternative r&b;canadian hip hop;contemporary r&b;dancehall;hip hop;pop;pop rap,2016,Views,92,right my yiy just changed you just buzzed the front gate i thank god you came how many more days could i wait i made plans with you and i wont let em fall through i i i i i  i think id lie for you i think id die for you jodeci cry for you do things when you want me to like controlla controlla yeah like controlla controlla yeah  okay you like it when i get aggressive tell you to yeah go slower go faster like controlla controlla yeah like controlla controlla yeah  and im never on a waste ting shawty i do it how you say you want it them girls they just wanna take my money they dont want me to give you nothing they dont want you to have nothing they dont wanna see me find your lovin they dont wanna see me smiling back when they pree  knowing id lie for you thinking id die for you jodeci cry for you do things when you want me to like controlla controlla yeah like controlla controlla yeah  gyal a tear off mi garments and a bawl fi come inna mi apartment woi di gyal dem want di length and strength action speak louder than argument well  but you cant just diss and come tell man sorry you cant listen to me talk and go tell my story nah it dont work like that when you love somebody my old flex is my new flex now and were workin on it yeah and thats why i need all the energy that you bring to me my last girl would tear me apart but shed never wanna split a ting with me but when it comes to you you  i think id lie for you i think id die for you do things when you want me to like controlla controlla yeah like controlla controlla yeah  and im never on a waste ting shawty i do it how you say you want it them girls they just wanna take my money they dont want me to give you nothing they dont want you to have nothing they dont wanna see me find your lovin they dont wanna see me smiling back when they pree  jheeze woop woop woop woop woop woop woop woop woop woop woop woop woop woop woop woop woop woop woop woop woop woop woop woop music a drop gyal a whine up dem bumpa dis is di summa summa controlla drake from canada beenie man from jamaica dah one yah a murda zagga
One Dance,Drake;Wizkid;Kyla,alternative r&b;canadian hip hop;contemporary r&b;dancehall;hip hop;pop;pop rap,2016,Views,104,baby i like your style  grips on your waist front way back way you know that i dont play streets not safe but i never run away even when im away oti oti theres never much love when we go ot i pray to make it back in one piece i pray i pray  thats why i need a one dance got a hennessy in my hand one more time fore i go higher powers taking a hold on me i need a one dance got a hennessy in my hand one more time fore i go higher powers taking a hold on me  baby i like your style  strength and guidance all that im wishing for my friends nobody makes it from my ends i had to bust up the silence you know you gotta stick by me soon as you see the text reply me i dont wanna spend time fighting weve got no time and thats why  i need a one dance got a hennessy in my hand one more time fore i go higher powers taking a hold on me i need a one dance got a hennessy in my hand one more time fore i go higher powers taking a hold on me  got a pretty girl and she love me long time fine like a wine she love me long time oh yeah very long time back up back up back up and whine it back up back up and whine it girl just back up back up back up and whine girl oh yes steady and fine back up back up and whine it mm  oh tell me i need to know where do you wanna go cause if youre down ill take it slow make you lose control  where where where where where where where  oh yeah very long time  where where where  back up back up and wine am girl  where where where where cause if youre down  back up back up and  cause if youre down  back up back up and  cause if youre down  back up back up and   i need a one dance  where where where  got a hennessy in my hand  where where where where  one more time fore i go  where  higher powers taking a hold on me  where where where where  i need a one dance got a hennessy in my hand one more time fore i go higher powers taking a hold on me  how do you spell hennessy i put two ns and two ses is it like that hen henn henn its definitely not showing up i know hennessy has two ses for sure so im gonna take out one of the ns
Grammys,Drake;Future,alternative r&b;canadian hip hop;contemporary r&b;dancehall;hip hop;pop;pop rap,2016,Views,129,yeah yeah yeah yeah jheeze yeah right look look  tell me how you really feel tell me how you really feel i would ask you whats the deal but yall dont even got a deal most niggas with a deal couldnt make a greatest hits yall a whole lot of things but you still aint this i dont know no one that could tell me what to do heard you never claimed the hood heard the hood claimed you that cant sit well oh well ship sailed still mine all mine cosign cosign i pull up in yachts so big that they try to hit me with boat fines hype williams big pimpin yeah just like the old times same niggas from the old days lotta sides on the same side ovo we a gold mine but im goin gold no time doing plat plat only boys better back off me hall of fame hall of fame like im shirt off like im shirt off like im shirt off shorty whole city goin crazy whole city goin crazy top five no debatin top five top five top five and the whole city rate me and im back inside the matrix and i said that we would make it aim squad with some traitors knew my niggas from the basement this aint no met along the way shit we done really put some days in  hey why you so excited you know what im sayin what happened did you win the grammy god damn you actin like you fuckin won a trophy and shit this nigga turnt the fuck up  they gon think i won a grammy they gon think i won a grammy swervin out the panoramic im hangin out they cant stand me they gon think i won a grammy they gon think i won a grammy they gon think i won a grammy they gon think i won a grammy im showin out they cant stand me im showin out they cant stand me im swervin off they cant stand me im rr off cant stand me they gon think i won a grammy they gon think i won a grammy they gon think i won a grammy they gon think i won a grammy  gonna peel off like a bandit im noddin off on a xanax get pissed off start airin it get a head start aint friendly i stand out i dont blend in when i say that i meant that i dont want to talk to you has beens i dont want features from nan them i dont want features or nothin you cant even get on my guest list they want me to go to the met gala i want a percocet and a gallon that actavis hi tech it dont matter we sittin right on the courtside i know the players on both side im cashin out fuck a cosign i wear the chain like a bowtie i wear the ring like a fo five keep a fo five for the po guys black tints low profile celebratin everyday cause im really really fresh out the coke house countin up every single day bout to bring a whole nother whip out  they gon think i won a grammy they gon think i won a grammy swervin out the panoramic im hangin out they cant stand me they gon think i won a grammy they gon think i won a grammy they gon think i won a grammy they gon think i won a grammy im showin out they cant stand me im showin out they cant stand me im swervin off they cant stand me im rr off cant stand me they gon think i won a grammy they gon think i won a grammy they gon think i won a grammy they gon think i won a grammy
Childs Play,Drake,alternative r&b;canadian hip hop;contemporary r&b;dancehall;hip hop;pop;pop rap,2016,Views,80,breaking news my niggas if your girlfriend has went to any season opener basketball game best believe shes fucking some niggas on that team shes fucking somebody on the basketball team if shes at the game right right yeah  i say bounce that shit like woah yeah bounce that shit like woah this is not a fairytale i already know how you like it take you to the mall and get you a new outfit girl thats just some childs play bounce that shit like woah woah woah woah woah heard all of the stories about you i already know and i like it take you to the mall and get you a new outfit girl thats just some childs play bounce that shit like woah yeah bounce that shit like woah  why you gotta fight with me at cheesecake you know i love to go there say im actin lightskin i cant take you nowhere this a place for families that drive camrys and go to disney they dont need to know all of our business you wildin you super childish you go to cvs for kotex in my bugatti i took the key and tried to hide it so you cant drive it and put on mileage then you find it awkward silence mama is a saint yes she raised me real good all because of her i dont do you like i should dont make me give you back to the hood dont make me give you back  i say bounce that shit like woah yeah bounce that shit like woah this is not a fairytale i already know how you like it take you to the mall and get you a new outfit girl thats just some childs play bounce that shit like woah woah woah woah woah heard all of the stories about you i already know and i like it take you to the mall and get you a new outfit girl thats just some childs play bounce that shit like woah yeah bounce that shit like woah  yeah rode that dick like a soldier she rode it like a soldier she rode it like a jungle soldier she rode it like a yeah yeah i got it yeah  you dont wanna fall in love i know im not someone you should trust i know i give chanel out like a hug i know i knew a couple of your friends way before how many girls have slept in this bed say a different number than the one thats in my head lying to protect you i be doing that a lot my past checkered like the louis you just got married in our twenties now where the fun in that my city love me like a college running back pack a bag you gon end up staying where im at took you from the hood and i could never give you back i just wanna let you know that someone love you back all the cadillac like im teddy pendergrass whippin on this shit im getting ready where you at riding  she rode that dick like a soldier she rode it like a soldier she rode it like a melpomene soldier she rode that dick like a soldier she rode it like a soldier she rode it like a jungle soldier rode that dick like a soldier she rode it like a soldier she rode it like a melpomene soldier burrrrat stick it b burrrrat stick it burrrrat stick it ba ba ba stick it burrrrat stick it ba ba ba stick it burrrrat stick it ba ba ba stick it burrrrat stick it ba ba ba stick it burrrrat stick it ba ba ba stick it  thank you thanks drake thanks baby motherfuckers drunk and tired tired im tired boss
Pop Style,Drake,alternative r&b;canadian hip hop;contemporary r&b;dancehall;hip hop;pop;pop rap,2016,Views,133,yeah yeah  dropped outta school now we dumb rich dumb rich this sound like some forty three oh one shit one shit all my niggas wanna do is pop style pop style turn my birthday into a lifestyle lifestyle  tell my mom i love her if i do not make it do not make it got so many chains they call me chaining tatum they do they do and i like to finish what you think you started man you boys just got to hollywood you boys just started you dont know what you just started all i do is hang with the young and heartless all this for my family man i try my hardest its all i ever did and look where it got him yeah youve been on my mind lately youve still got my number girl you need to call me i feel like they wanna see me learn the hard way but you know i always handle that one my way girl let me rock rock rock rock rock your body justin timberlake and then i hit the highway i cant trust no fuckin body they still out to get me cause they never got me  they still out to get me i dont get it i can not be got and thats a given give a real nigga the number one even though i got like twenty one cannot be me im a one of one schooling your ass like  they been out here tryna slide on me they been out here telling lies on me everybody looking out for themself but they still got they eyes on me see me putting in the hard work now ayy momma doesnt have to call work now ayy i decide when i start work now ayy problems hit the gym they all work out mvp mvp oh nine all the way to sixteen even next season looking like a breeze lot of yall aint built for the league yeah trade you off the team while you in your sleep yeah yall showed me that nothings guaranteed and you dont know what you started my friends chain so big that he look like the artist i cant trust no fuckin body they still out to get me cause they never got me  dropped outta school now we dumb rich dumb rich this sound like some forty three oh one shit one shit all my niggas wanna do is pop style pop style turn my birthday into a lifestyle lifestyle
Too Good,Drake;Rihanna,alternative r&b;canadian hip hop;contemporary r&b;dancehall;hip hop;pop;pop rap,2016,Views,118,oh yeah yeah yeah oh yeah yeah yeah yeah  look i dont know how to talk to you i dont know how to ask you if youre okay my friends always feel the need to tell me things seems like theyre just happier than us these days yeah these days i dont know how to talk to you i dont know how to be there when you need me it feels like the only time you see me is when you turn your head to the side and look at me differently yeah  and last night i think i lost my patience last night i got high as your expectations last night i came to a realization and i hope you can take it i hope you can take it oh  im too good to you im way too good to you you take my love for granted i just dont understand it no im too good to you im way too good to you you take my love for granted i just dont understand it  i dont know how to talk to you i just know i found myself getting lost with you lately you just make me work too hard for you got me on flights overseas and i still cant get across to you  and last night i think i lost my patience last night i got high as your expectations last night i came to a realization and i hope you can take it i hope you can take it oh  im too good to you im way too good to you you take my love for granted i just dont understand it no im too good to you im way too good to you you take my love for granted i just dont understand it  years go by too fast i cant keep track how long did we last i feel bad for asking it cant end like this we gotta take time with this cock up yuh bumper sit down pon it let me see if this is something i can fix  six  you got somebody other than me dont play the victim when youre with me free time is costing me more than it seems sacrificing things and i wanna tell you my intentions i wanna do the things that i mention i wanna benefit from the friendship i wanna get the late night message from you from you i put my hands around you gotta get a handle on you gotta get a handle on the fact that i  im too good to you im way too good to you you take my love for granted i just dont understand it no im too good to you im way too good to you you take my love for granted i just dont understand it  gyal a you mi waan pay fi yuh visa meck yo fly out regular baby cock up yuh bumper sit down pon it gyal yo pum pum good and yuh fit mi wi give you everything weh deh in my wallet and in my pocket cock up yuh bumper sit down pon it gyal yo pum pum good and yuh fit mi wi give you everything weh deh in my wallet and in my pocket
Summers Over (interlude),Drake,alternative r&b;canadian hip hop;contemporary r&b;dancehall;hip hop;pop;pop rap,2016,Views,132,ooh baby yeah  days in the sun and nights in the rain summer is over simple and plain found me some fun thats good for the pain already told you i dont feel the same i dont feel the same  anywhere i go i cant help but show i dont feel the same anywhere i go i cant help but know i dont feel the same anywhere i go i cant help but know
Fire & Desire,Drake,alternative r&b;canadian hip hop;contemporary r&b;dancehall;hip hop;pop;pop rap,2016,Views,80,dedicate i dedicate the world yeah oh i dedicate i dedicate i give you my fortune i dedicate i dedicate i dedicate i dedicate i dedicate i dedicate i dedicate dedicate dedicate i dedicate to you i dedicate i dedicate i dedicate i dedicate oh yeah i dedicate i dedicate to you  they throwin dirt on my old name only gets worse when you know things you dont see the perks of this whole thing but you get real on a pill and i like it you just like my sidekick i just wanna ride fulfill all your desires keep you in the front never in the back and never on the side uh yeah  you a real ass woman and i like it i dont wanna fight it  look you know im a rider nothin left to hide your other nigga tired talk about you like you never leave his side but i dont really buy it me im movin quiet all the things were tryin lets just keep it private dont say anything tell me should i cut these other girls right out of my life cause we never decided tell me how you feel inside  you a real ass woman and i like it yeah dedicate to you i need you inspired i need you excited i dont wanna fight it  yeah yeah i figure out you you figure out me we both a different breed im followin your lead i ask you what you need you say a guarantee i mean you say that like its easy you never believe me told you i got zs for these other girls sleepin on em girl im sleepy sometimes im so indecisive  but you a real ass woman and i like it i dont wanna fight it  i give you my fortune i dedicate i dedicate i dedicate i dedicate i dedicate dedicate dedicate i dedicate to you i dedicate i dedicate this songs for you i dedicate i dedicate i give you my voice this songs for you
